,event_date,year,event_type,sub_event_type,actor1,actor2,interaction,iso,region,country,admin1,admin2,admin3,location,latitude,longitude,source,notes,fatalities,timestamp,population_1km,population_2km,population_5km,population_best,nrEvents,category
1525,2024-11-25,2024,Strategic developments,Other,Civilians (Haiti),,Civilians only,332,Caribbean,Haiti,Ouest,Port-au-Prince,Port-au-Prince,Port-au-Prince,18.5435,-72.3388,SG Alert (Whatsapp),"Other: On 25 November 2024, in Port-au-Prince, Ouest, a barricade was set up at the entrance of Christ-Roi. There is no information on the circumstances of the roadblock or who set it up.",0,1733789048,13864.0,13864.0,13864.0,,1,2024
1526,2024-11-28,2024,Strategic developments,Other,Unidentified Armed Group (Haiti),,Political militia only,332,Caribbean,Haiti,Ouest,Port-au-Prince,Cite Soleil,Cite Soleil,18.5783,-72.3356,SG Alert (Whatsapp),"Other: On 28 November 2024, in Cite Soleil, Ouest, gunshots were heard in Carrefour Vincent in the Sarthe neighborhood. There is no information on the circumstances or authorship of the gunshots.",0,1753945649,17876.0,18572.0,18572.0,,1,2024
1527,2024-11-26,2024,Battles,Armed clash,Police Forces of Haiti (2024-),Unidentified Gang (Haiti),State forces-Political militia,332,Caribbean,Haiti,Ouest,Port-au-Prince,Delmas,Delmas - Carrefour Aeroport/Delmas 13,18.5532,-72.3148,SG Alert (Whatsapp),"On 26 November 2024, in Delmas - Carrefour Aeroport/Delmas 13, Ouest, the police clashed with gang members on the airport road. Casualties unknown.",0,1753945649,3077.0,3077.0,3077.0,3077.0,1,2024
1528,2024-12-04,2024,Strategic developments,Other,Civilians (Haiti),,Civilians only,332,Caribbean,Haiti,Ouest,Port-au-Prince,Delmas,Delmas,18.5447,-72.3028,Alterpresse,"Other: On 4 December 2024, in Delmas, Ouest, in the morning, residents set up roadblocks in the Delmas 32 neighborhood to prevent gang members from entering their communities.",0,1733789048,4196.0,4196.0,4196.0,,1,2024
1529,2024-12-04,2024,Strategic developments,Other,Civilians (Haiti),,Civilians only,332,Caribbean,Haiti,Ouest,Port-au-Prince,Port-au-Prince,Port-au-Prince,18.5435,-72.3388,Alterpresse,"Other: On 4 December 2024, in Port-au-Prince, Ouest, in the morning, residents set up roadblocks in the Christ-Roi neighborhood to prevent gang members from entering their communities.",0,1733789048,13864.0,13864.0,13864.0,,1,2024
1530,2024-11-22,2024,Strategic developments,Other,Unidentified Armed Group (Haiti),,Political militia only,332,Caribbean,Haiti,Ouest,Port-au-Prince,Delmas,Delmas,18.5447,-72.3028,SG Alert (Whatsapp),"Other: On 22 November 2024, in Delmas, Ouest, gunshots were heard in Delmas 75 and 83. There is no information on the circumstances or authorship of the gunshots.",0,1753945649,4196.0,4196.0,4196.0,,1,2024
1531,2024-11-27,2024,Strategic developments,Other,Unidentified Armed Group (Haiti),,Political militia only,332,Caribbean,Haiti,Ouest,Port-au-Prince,Petion Ville,Petionville,18.5132,-72.286,SG Alert (Whatsapp),"Other: On 27 November 2024, in Petionville, Ouest, gunshots were heard in areas like Diegue, Meyotte, Corlette, Kargo, and Doko. There is no information on the circumstances or authorship of the gunshots.",0,1753945649,1481.0,1481.0,1481.0,,1,2024
1532,2024-11-30,2024,Battles,Armed clash,Police Forces of Haiti (2024-),Viv Ansanm Gang,State forces-Political militia,332,Caribbean,Haiti,Ouest,Port-au-Prince,Delmas,Delmas - Chancerelles,18.5668,-72.3278,Metropole; Rezo Nodwes,"On 30 November 2024, in Delmas - Chancerelles, Ouest, police forces and agents from the Multinational Security Support Mission (MMSS) clashed with affiliates of the Viv Ansanm Gang in the Chancerelles neighbourhood. Gunshots were heard. Casualties unknown.",0,1762829418,9769.0,9769.0,9769.0,9769.0,1,2024
1533,2024-11-29,2024,Strategic developments,Change to group/activity,Police Forces of Haiti (2024-),,State forces only,332,Caribbean,Haiti,Ouest,Port-au-Prince,Delmas,Delmas,18.5447,-72.3028,Haiti Standard; Metropole,"Security measures: On 29 November 2024, in Delmas, Ouest, Haitian police forces and Kenyan agents from the Multinational Security Support Mission (MMSS) installed an operations centre at the former facilities of the General Inspectorate of the Haitian National Police (IGPNH), in the Delmas 2 neighbourhood, after taking control of the abandoned building. The operations centre is expected to serve centre of strategic support in the fight of gangs.",0,1762829418,4196.0,4196.0,4196.0,,1,2024
1534,2024-11-30,2024,Battles,Armed clash,Police Forces of Haiti (2024-),103 Zombies Gang,State forces-Political militia,332,Caribbean,Haiti,Ouest,Port-au-Prince,Gressier,Gressier - Petit Boucan,18.5257,-72.5395,Rezo Nodwes,"On 30 November 2024, around Gressier - Petit Boucan, Ouest, police forces engaged in armed clashes with the 103 Zombies Gang in the Echalot village. Clashes erupted after the criminals had attacked residents in the village (coded separately). Casualties unknown.",0,1733789048,3261.0,3670.0,4548.0,4548.0,1,2024
1535,2024-12-01,2024,Battles,Armed clash,Police Forces of Haiti (2024-),Unidentified Gang (Haiti),State forces-Political militia,332,Caribbean,Haiti,Ouest,Port-au-Prince,Tabarre,Tabarre - Cazeau/Tabarre 14,18.585,-72.2861,Alterpresse; Trip Foumi,"On 1 December 2024, in Tabarre - Cazeau/Tabarre 14, Ouest, police forces and agents from the Multinational Security Support Mission (MMSS) engaged in armed clashes with gang members in the Cazeau neighborhood. During clashes, several criminals were shot and injured, while a hijacked truck was recovered by the police. Several injured.",0,1762829418,7279.0,7279.0,7279.0,7279.0,1,2024
1536,2024-11-28,2024,Strategic developments,Other,Unidentified Armed Group (Haiti),,Political militia only,332,Caribbean,Haiti,Ouest,Port-au-Prince,Delmas,Delmas,18.5447,-72.3028,SG Alert (Whatsapp),"Other: On 28 November 2024, in Delmas, Ouest, gunshots were heard in Delmas 30. There is no information on the circumstances or authorship of the gunshots.",0,1753945649,4196.0,4196.0,4196.0,,1,2024
1537,2024-12-02,2024,Battles,Armed clash,Police Forces of Haiti (2024-),Unidentified Gang (Haiti),State forces-Political militia,332,Caribbean,Haiti,Ouest,Port-au-Prince,Delmas,Delmas - Carrefour Aeroport/Delmas 13,18.5532,-72.3148,Amerique Info 7; Le Nouvelliste (Haiti),"On 2 December 2024, in Delmas - Carrefour Aeroport/Delmas 13, Ouest, police forces and agents from the Multinational Security Support Mission (MMSS) clashed with gang members in Carrefour Aeroport. Gunshots were heard near the airport. Casualties unknown.",0,1762829418,3077.0,3077.0,3077.0,3077.0,1,2024
1538,2024-12-01,2024,Strategic developments,Change to group/activity,Government of Haiti (2024-),,State forces only,332,Caribbean,Haiti,Ouest,Port-au-Prince,Petion Ville,Petionville,18.5132,-72.286,Metropole,"Security measures: Around 1 December 2024 (as reported), in Petionville, Ouest, local authorities banned public gatherings for security reasons. The ban is expected to remain in force until police forces put an end to anti-gang operations in the commune.",0,1733789049,1481.0,1481.0,1481.0,,1,2024
1539,2024-12-02,2024,Battles,Armed clash,Police Forces of Haiti (2024-),Kraze Barye Gang,State forces-Political militia,332,Caribbean,Haiti,Ouest,Port-au-Prince,Delmas,Delmas - Puits Blain,18.5405,-72.2758,Amerique Info 7; Le Nouvelliste (Haiti),"On 2 December 2024, in Delmas - Puits Blain, Ouest, police forces clashed with the Kraze Barye Gang (a.k.a. Vitelhomme Gang) along the Freres Road, at the height of the Puits Blain neighbourhood, as the criminals attacked the area (coded separately). Clashes were also registered in the so called Nan Tunnel area, 'Gwo Jan' area (Pernier), and 'Kagwo' locality (near Academie) (coded separately). Casualties unknown.",0,1753945649,35979.0,44359.0,44359.0,44359.0,1,2024
1540,2024-11-28,2024,Strategic developments,Other,Unidentified Armed Group (Haiti),,Political militia only,332,Caribbean,Haiti,Ouest,Port-au-Prince,Port-au-Prince,Port-au-Prince,18.5435,-72.3388,SG Alert (Whatsapp),"Other: On 28 November 2024, in Port-au-Prince, Ouest, gunshots were heard in Nazon. There is no information on the circumstances or authorship of the gunshots.",0,1753945649,13864.0,13864.0,13864.0,,1,2024
1541,2024-12-02,2024,Battles,Armed clash,Police Forces of Haiti (2024-),Kraze Barye Gang,State forces-Political militia,332,Caribbean,Haiti,Ouest,Port-au-Prince,Petion Ville,Petion Ville - Academie,18.5263,-72.2496,Amerique Info 7; Le Nouvelliste (Haiti),"On 2 December 2024, near Petion Ville - Academie, police forces supported by armed members of the population (self-defence group) clashed with the Kraze Barye Gang (a.k.a. Vitelhomme Gang) as the criminals attacked the 'Kajwo' locality (less than 1 km away from the Police Academy) (coded separately). An unspecified number of gang members were killed. Clashes were also registered in Puits Blain, Nan Tunnel area, and 'Gwo Jan' area (Pernier) (coded separately). Unspecified number of fatalities coded as 3.",3,1753945649,10283.0,11250.0,11251.0,11251.0,1,2024
1542,2024-12-02,2024,Battles,Armed clash,Police Forces of Haiti (2024-),Kraze Barye Gang,State forces-Political militia,332,Caribbean,Haiti,Ouest,Port-au-Prince,Petion Ville,Petion Ville - Pernier,18.5136,-72.2383,Amerique Info 7; Le Nouvelliste (Haiti),"On 2 December 2024, in Petion Ville - Pernier, Ouest, overnight, police forces supported by armed members of the population (self-defence group) clashed with the Kraze Barye Gang (a.k.a. Vitelhomme Gang) as the criminals attacked the 'Gwo Jan' area, in Pernier neighbourhood (coded separately). More than four gang members were killed. At least three corpses were seen on the streets. Clashes were also registered in Puits Blain, Nan Tunnel area, and 'Kajwo' locality (near Academie) (coded separately). At least 4 fatalities.",4,1753945649,8171.0,4323.0,4323.0,4323.0,1,2024
1543,2024-12-02,2024,Battles,Armed clash,Police Forces of Haiti (2024-),Unidentified Gang (Haiti),State forces-Political militia,332,Caribbean,Haiti,Ouest,Port-au-Prince,Port-au-Prince,Port-au-Prince - Nazon,18.5463,-72.3209,Le Nouvelliste (Haiti),"On 2 December 2024, in Port-au-Prince - Nazon, Ouest, police forces and agents from the Multinational Security Support Mission (MMSS) clashed with gang members in the Nazon neighbourhood. Casualties unknown.",0,1762829418,11710.0,11710.0,11710.0,11710.0,1,2024
1544,2024-12-02,2024,Battles,Armed clash,Police Forces of Haiti (2024-),Unidentified Gang (Haiti),State forces-Political militia,332,Caribbean,Haiti,Ouest,Port-au-Prince,Port-au-Prince,Port-au-Prince - Saint Antoine/Lalue,18.5434,-72.3284,Le Nouvelliste (Haiti),"On 2 December 2024, in Port-au-Prince - Saint Antoine/Lalue, Ouest, police forces clashed with gang members in the Lalue neighbourhood. Casualties unknown.",0,1753945649,19340.0,19340.0,19340.0,19340.0,1,2024
1545,2024-12-02,2024,Battles,Armed clash,Police Forces of Haiti (2024-),Unidentified Gang (Haiti),State forces-Political militia,332,Caribbean,Haiti,Ouest,Port-au-Prince,Tabarre,Tabarre - Tabarre 27,18.5801,-72.256,Le Nouvelliste (Haiti),"On 2 December 2024, in Tabarre - Tabarre 27, Ouest, police forces clashed with gang members in Tabarre 27. Casualties unknown.",0,1753945649,8469.0,8620.0,8620.0,8620.0,1,2024
1546,2024-12-03,2024,Battles,Armed clash,Police Forces of Haiti (2024-),Viv Ansanm Gang,State forces-Political militia,332,Caribbean,Haiti,Ouest,Port-au-Prince,Delmas,Delmas - Delmas 30,18.5502,-72.3155,Alterpresse; Juno 7,"On 3 December 2024, in Delmas - Delmas 30, Ouest, overnight, police forces supported by armed members of the population (self-defence group) clashed with the Viv Ansanm Gang in Delmas 30 and Delmas 32 (coded separately) neighbourhoods. Casualties unknown.",0,1753945649,6666.0,6666.0,6666.0,6666.0,1,2024
1547,2024-12-03,2024,Battles,Armed clash,Police Forces of Haiti (2024-),Viv Ansanm Gang,State forces-Political militia,332,Caribbean,Haiti,Ouest,Port-au-Prince,Delmas,Delmas - Delmas 32,18.543,-72.3062,Alterpresse; Juno 7,"On 3 December 2024, in Delmas - Delmas 32, Ouest, overnight, police forces supported by armed members of the population (self-defence group) clashed with the Viv Ansanm Gang in Delmas 32 and Delmas 30 (coded separately) neighbourhoods. Casualties unknown.",0,1753945649,7383.0,7383.0,7383.0,7383.0,1,2024
1548,2024-12-03,2024,Battles,Armed clash,Police Forces of Haiti (2024-),Viv Ansanm Gang,State forces-Political militia,332,Caribbean,Haiti,Ouest,Port-au-Prince,Port-au-Prince,Port-au-Prince - Christ-Roi,18.5448,-72.3151,Alterpresse; Juno 7,"On 3 December 2024, in Port-au-Prince - Christ-Roi, Ouest, overnight, police forces supported by armed members of the population (self-defence group) clashed with the Viv Ansanm Gang in the Christ-Roi neighbourhood. The criminals were expelled after several hours of clashes. Gunshots were heard in nearby Nazon and Bourdon neighborhoods (Port-au-Prince). Casualties unknown.",0,1753945649,6046.0,6046.0,6046.0,6046.0,1,2024
1549,2024-12-03,2024,Protests,Peaceful protest,Protesters (Haiti),,Protesters only,332,Caribbean,Haiti,Artibonite,Saint Marc,Saint Marc,Pont Sonde,19.1484,-72.6144,Le Nouvelliste (Haiti),"On 3 December 2024, in Pont Sonde, Artibonite, more than 1,000 residents from Pont Sonde held a sit-in protest at the Pat-Chwal sub-police station demanding the dismantling of the Baz Gran Grif de Savien Gang. The mobilization was led by the Commission for Dialogue, Reconciliation and Awareness to Save the Artibonite, and the Federation of Peasant Organizations and Agricultural Entrepreneurs of the Artibonite Valley.",0,1763426427,13522.0,16571.0,19391.0,13522.0,1,2024
1550,2024-12-03,2024,Riots,Violent demonstration,Rioters (Haiti),Civilians (Haiti),Rioters-Civilians,332,Caribbean,Haiti,Ouest,Port-au-Prince,Delmas,Delmas - Delmas 75,18.5388,-72.2935,Amerique Info 7; Gazette Haiti; Le Nouvelliste (Haiti); Rezo Nodwes,"On 3 December 2024, in Delmas - Delmas 75, Ouest, residents and members of the police held a spontaneous demonstration to decry the lack of action by political authorities to fight gang violence. The mobilization was held in the vicinity of the Our Lady of the Perpetual Help Church (Delmas 75) moments after the funeral of a police officer who was killed during clashes with gang members on 13 November (coded separately). Demonstrators also called for justice. Police agents fired shots into the air, though several civilians, including a boy, were injured by the stray bullets. Several injured.",0,1733789049,14856.0,14856.0,14856.0,14856.0,1,2024
1551,2024-11-29,2024,Strategic developments,Other,Unidentified Armed Group (Haiti),,Political militia only,332,Caribbean,Haiti,Ouest,Port-au-Prince,Petion Ville,Petionville,18.5132,-72.286,SG Alert (Whatsapp),"Other: On 29 November 2024, in Petionville, Ouest, gunshots were heard in Vivy Mitchell. There is no information on the circumstances or authorship of the gunshots.",0,1753945649,1481.0,1481.0,1481.0,,1,2024
1552,2024-12-06,2024,Battles,Armed clash,Police Forces of Haiti (2024-),Viv Ansanm Gang,State forces-Political militia,332,Caribbean,Haiti,Ouest,Port-au-Prince,Port-au-Prince,Port-au-Prince - Christ-Roi,18.5448,-72.3151,Le Nouvelliste (Haiti),"On 6 December 2024, in Port-au-Prince - Christ-Roi, Ouest, police forces clashed with the Viv Ansanm Gang in Christ-Roi, Nazon, Carrefour Aeroport, and Delmas 30 neighbourhoods (coded separately). Casualties unknown.",0,1753945649,6046.0,6046.0,6046.0,6046.0,1,2024
1553,2024-12-02,2024,Strategic developments,Other,Unidentified Armed Group (Haiti),,Political militia only,332,Caribbean,Haiti,Ouest,Port-au-Prince,Cite Soleil,Cite Soleil,18.5783,-72.3356,Haiti Standard,"Other: On 2 December 2024, in Cite Soleil, Ouest, gunshots were heard in the vicinity of the Isaie Jeanty - Leon Audain maternity hospital, in the Pont Rouge neighbourhood. There is no information on the authorship of the gunshots. They were heard as authorities reopened the mentioned health facility.",0,1753945649,17876.0,18572.0,18589.0,,1,2024
1554,2024-12-04,2024,Riots,Violent demonstration,Rioters (Haiti),,Rioters only,332,Caribbean,Haiti,Ouest,Port-au-Prince,Port-au-Prince,Port-au-Prince - Canape-Vert,18.5337,-72.3168,Alterpresse; Haiti Standard; Le Nouvelliste (Haiti),"On 4 December 2024, in Port-au-Prince - Canape-Vert, Ouest, in the morning, residents held a demonstration in the Canape-Vert neighbourhood against the installation of a former deputy for the 3rd constituency of Port-au-Prince as the head of the Ouest department government delegation. Residents claimed that the man has ties with armed individuals. Demonstrators set up barricades of burning tires.",0,1733789049,57117.0,57117.0,57117.0,57117.0,1,2024
1555,2024-12-03,2024,Strategic developments,Other,Unidentified Gang (Haiti),,Political militia only,332,Caribbean,Haiti,Ouest,Port-au-Prince,Petion Ville,Petionville,18.5132,-72.286,Alterpresse,"Non-violent activity: Around 3 December 2024 (as reported), Petionville, Ouest, gang members set up roadblocks in the Pernier neighbourhood to prevent police forces from accessing the area.",0,1753945649,1481.0,1481.0,1481.0,,1,2024
1556,2024-11-30,2024,Violence against civilians,Attack,Unidentified Gang (Haiti),Civilians (Haiti),Political militia-Civilians,332,Caribbean,Haiti,Ouest,Port-au-Prince,Port-au-Prince,Port-au-Prince - Bas Peu de Choses,18.5339,-72.338,Amerique Info 7; Le Nouvelliste (Haiti),"On 30 November 2024, in Port-au-Prince - Bas Peu de Choses, Ouest, a young woman travelling in a public transport bus was shot and killed suspectedly by gang members controlling the area as the public transport vehicle crossed Cameau Street (Bas Peu de Choses neighbourhood). The killing took place moments after the bus passed through an informal toll booth on Alerte Street. 1 fatality",1,1753945649,25210.0,25210.0,25210.0,25210.0,1,2024
1557,2024-12-02,2024,Violence against civilians,Attack,Viv Ansanm Gang,Civilians (Haiti),Political militia-Civilians,332,Caribbean,Haiti,Ouest,Port-au-Prince,Port-au-Prince,Port-au-Prince - Nazon,18.5463,-72.3209,Alterpresse,"Around 2 December 2024 (as reported), in Port-au-Prince - Nazon, Ouest, the Viv Ansanm Gang attacked, killed, and injured several residents in the Nazon neighbourhood. Unspecified number of fatalities coded as 3.",3,1753945649,11710.0,11710.0,11710.0,11710.0,1,2024
1558,2024-12-05,2024,Battles,Armed clash,Unidentified Gang (Haiti),Police Forces of Haiti (2024-),State forces-Political militia,332,Caribbean,Haiti,Ouest,Port-au-Prince,Tabarre,Tabarre - Clercine II/Carrefour Clercine,18.5821,-72.2707,Le Nouvelliste (Haiti),"On 5 December 2024, in Tabarre - Clercine II/Carrefour Clercine, Ouest, gang members attacked the Motorized Intervention Brigade (BIM) facilities (police forces), located in the Clercine II neighbourhood. Police forces responded and clashed with the criminals whom they managed to expel. Casualties unknown.",0,1753945649,10334.0,10334.0,10334.0,10334.0,1,2024
1559,2024-12-03,2024,Violence against civilians,Attack,Viv Ansanm Gang,Civilians (Haiti),Political militia-Civilians,332,Caribbean,Haiti,Ouest,Port-au-Prince,Port-au-Prince,Port-au-Prince - Solino,18.5494,-72.3222,Alterpresse,"Around 3 December 2024 (as reported), in Port-au-Prince - Solino, Ouest, the Viv Ansanm Gang attacked residents in Solino, killing and injuring an unspecified number of them. Unspecified number of fatalities coded as 3.",3,1753945649,6049.0,6049.0,6049.0,6049.0,1,2024
1560,2024-12-06,2024,Battles,Armed clash,Police Forces of Haiti (2024-),Viv Ansanm Gang,State forces-Political militia,332,Caribbean,Haiti,Ouest,Port-au-Prince,Delmas,Delmas - Carrefour Aeroport/Delmas 13,18.5532,-72.3148,Alterpresse; Le Nouvelliste (Haiti),"On 6 December 2024, in Delmas - Carrefour Aeroport/Delmas 13, Ouest, police forces clashed with the Viv Ansanm Gang in Carrefour Aeroport, Christ-Roi, Nazon, and Delmas 30 neighborhoods (coded separately). An unspecified number of people were killed and injured by stray bullets in the Delmas commune. Unspecified number of fatalities coded as 3.",3,1753945649,3077.0,3077.0,3077.0,3077.0,1,2024
1561,2024-12-06,2024,Battles,Armed clash,Police Forces of Haiti (2024-),Viv Ansanm Gang,State forces-Political militia,332,Caribbean,Haiti,Ouest,Port-au-Prince,Delmas,Delmas - Delmas 30,18.5502,-72.3155,Alterpresse; Le Nouvelliste (Haiti),"On 6 December 2024, in Delmas - Delmas 30, Ouest, police forces clashed with the Viv Ansanm Gang in Delmas 30, Carrefour Aeroport, Christ-Roi, and Nazon neighborhoods (coded separately). An unspecified number of people were killed and injured by stray bullets in the Delmas commune. Unspecified number of fatalities coded as 3.",3,1753945649,6666.0,6666.0,6666.0,6666.0,1,2024
1562,2024-12-06,2024,Battles,Armed clash,Police Forces of Haiti (2024-),Viv Ansanm Gang,State forces-Political militia,332,Caribbean,Haiti,Ouest,Port-au-Prince,Port-au-Prince,Port-au-Prince - Nazon,18.5463,-72.3209,Alterpresse; Le Nouvelliste (Haiti); Rezo Nodwes,"On 6 December 2024, in Port-au-Prince - Nazon, Ouest, police forces supported by armed members of the population (self-defense group) clashed with the Viv Ansanm Gang near Carrefour Samida, in the Nazon neighborhood. During clashes, a self-defense group member and former military officer, and a police officer were shot and killed. Several civilians were injured. 2 fatalities, several injured.",2,1753945649,11710.0,11710.0,11710.0,11710.0,1,2024
1563,2024-01-06,2024,Violence against civilians,Attack,Unidentified Gang (Haiti),Civilians (Haiti),Political militia-Civilians,332,Caribbean,Haiti,Ouest,Port-au-Prince,,Coast of Port-au-Prince - Carrefour,18.5772,-72.4097,Undisclosed Source,"On 6 January 2024, off the Coast of Port-au-Prince - Carrefour, Ouest, gang members attacked a rowboat, killing five men and kidnapping three women who were on board. The attack took place at the height of the Mariani neighborhood. Their whereabouts are unknown. 5 fatalities.",5,1758750210,0.0,0.0,0.0,0.0,1,2024
1564,2024-01-02,2024,Battles,Armed clash,Police Forces of Haiti (2017-2024),Unidentified Gang (Haiti),State forces-Political militia,332,Caribbean,Haiti,Ouest,Port-au-Prince,Carrefour,Carrefour - Mariani,18.5393,-72.4302,Loop News Haiti,"On 2 January 2024, in Carrefour - Mariani, Ouest, police forces clashed with unidentified gang members as they intervened to prevent the criminals from extorting drivers along the National Road 2. Casualties unknown.",0,1753945649,22006.0,26218.0,26218.0,26218.0,1,2024
1565,2024-01-03,2024,Battles,Armed clash,Police Forces of Haiti (2017-2024),Unidentified Gang (Haiti),State forces-Political militia,332,Caribbean,Haiti,Ouest,Port-au-Prince,Carrefour,Carrefour - Mariani,18.5393,-72.4302,Loop News Haiti,"On 3 January 2024, in Carrefour - Mariani, Ouest, for the second consecutive day, police forces clashed with unidentified gang members as they intervened to prevent the criminals from extorting drivers along the National Road 2. Casualties unknown.",0,1753945649,22006.0,26218.0,26218.0,26218.0,1,2024
1566,2024-01-02,2024,Violence against civilians,Attack,Unidentified Gang (Haiti),Civilians (Haiti),Political militia-Civilians,332,Caribbean,Haiti,Ouest,Port-au-Prince,Carrefour,Carrefour - Mariani,18.5393,-72.4302,Alterpresse; Haiti Progres,"On 2 January 2024, in Carrefour - Mariani, Ouest, armed gang members perpetrated an attack and set fire to a public transport vehicle which had been parked on the road and set up a roadblock. At least two people were killed and their bodies were found on the ground. At least 2 fatalities.",2,1753945649,22006.0,26218.0,26218.0,26218.0,1,2024
1567,2024-01-08,2024,Strategic developments,Other,Unidentified Gang (Haiti),,Political militia only,332,Caribbean,Haiti,Ouest,Port-au-Prince,Carrefour,Carrefour,18.5411,-72.3992,Alterpresse,"Non-violent activity: Around 8 January 2024 (week of), in Carrefour, Ouest, gang members set a roadblock on the National Road 2 as they installed a large trailer in the middle of the road.",0,1753945649,11286.0,12182.0,12182.0,,1,2024
1568,2024-01-14,2024,Riots,Mob violence,Rioters (Haiti),Unidentified Gang (Haiti),Political militia-Rioters,332,Caribbean,Haiti,Artibonite,Saint Marc,Saint Marc,Montrouis,18.9516,-72.7061,Le Nouvelliste (Haiti),"On 14 January 2024, in Montrouis, Artibonite, a mob of residents decapitated a gangster. The attack was described as vigilante violence. 1 fatality.",1,1754958620,11797.0,17520.0,31125.0,17520.0,1,2024
1569,2024-01-12,2024,Protests,Peaceful protest,Protesters (Haiti),,Protesters only,332,Caribbean,Haiti,Artibonite,Saint Marc,Saint Marc,Montrouis,18.9516,-72.7061,Le Nouvelliste (Haiti),"On 12 January 2024, in Montrouis, Artibonite, a group of residents held a protest and set up barricades on the national road (nature unspecified) against the designation of a new municipal commission. They threatened to boycott.",0,1754958620,11797.0,17520.0,31125.0,11797.0,1,2024
1570,2024-01-22,2024,Violence against civilians,Attack,Bout Ba Gang,Civilians (Haiti),Political militia-Civilians,332,Caribbean,Haiti,Ouest,Port-au-Prince,Carrefour,Carrefour - Mariani,18.5393,-72.4302,Clin d'Oeil Info; SG Alert (Whatsapp),"On 22 January 2024, in Carrefour - Mariani, Ouest, the leader of the Bout Ba Gang operating in this location killed around 20 people who were trying to reach higher regions of the commune by sea. The report indicates that the boats' captains were decapitated. Around 20 fatalities.",20,1753945649,22006.0,26218.0,26218.0,26218.0,1,2024
1571,2024-02-03,2024,Strategic developments,Looting/property destruction,Unidentified Armed Group (Haiti),Civilians (Haiti),Political militia-Civilians,332,Caribbean,Haiti,Ouest,Port-au-Prince,Cite Soleil,Cite Soleil - Drouillard,18.5835,-72.3268,SG Alert (Whatsapp),"Looting: On 3 February 2024, in Cite Soleil - Drouillard, Ouest, unidentified armed individuals attacked a warehouse (methods unspecified). Gunshots were also heard in the area which caused residents to flee their homes.",0,1758750210,35327.0,35327.0,35327.0,,1,2024
1572,2024-03-06,2024,Strategic developments,Looting/property destruction,Unidentified Gang (Haiti),Civilians (Haiti),Political militia-Civilians,332,Caribbean,Haiti,Ouest,Port-au-Prince,Delmas,Delmas - Sylvio Cator/Delmas 28,18.5535,-72.3186,Amerique Info 7; Le Nouvelliste (Haiti); SG Alert (Whatsapp); Trinidad and Tobago Guardian,"Property destruction: On 6 March 2024, in Delmas - Sylvio Cator/Delmas 28, Ouest, in the early morning, gang members set fire to the Delmas Peace Court, in Delmas 28.",0,1753945649,9057.0,9057.0,9057.0,,1,2024
1573,2024-03-01,2024,Strategic developments,Looting/property destruction,Unidentified Gang (Haiti),Civilians (Haiti),Political militia-Civilians,332,Caribbean,Haiti,Ouest,Port-au-Prince,Port-au-Prince,Port-au-Prince - Morne a Tuf,18.5388,-72.3437,Alterpresse; GardaWorld; Jamaica Observer; Le Nouvelliste (Haiti); Loop News Haiti; RNDDH: National Human Rights Defense Network,"Property destruction: On 1 March 2024, in Port-au-Prince - Morne a Tuf, Ouest, dozens of armed gang members looted and set fire to the Province Market supermarket.",0,1753945649,41681.0,41867.0,41867.0,,1,2024
1574,2024-03-03,2024,Strategic developments,Looting/property destruction,Unidentified Gang (Haiti),Civilians (Haiti),Political militia-Civilians,332,Caribbean,Haiti,Ouest,Port-au-Prince,Port-au-Prince,Port-au-Prince - Morne a Tuf,18.5388,-72.3437,Alterpresse; Haiti Progres,"Property destruction: On 3 March 2024, in Port-au-Prince - Morne a Tuf, Ouest, overnight, gang members set fire to the public Sylvio Cator National Stadium.",0,1753945649,41681.0,41867.0,41867.0,,1,2024
1575,2024-03-07,2024,Strategic developments,Looting/property destruction,Base 5 Secondes Gang,Civilians (Haiti),Political militia-Civilians,332,Caribbean,Haiti,Ouest,Port-au-Prince,Port-au-Prince,Port-au-Prince - Morne a Tuf,18.5388,-72.3437,Le Nouvelliste (Haiti),"Looting: Around 7 March 2024 (between 4 - 10 March), in Port-au-Prince - Morne a Tuf, Ouest, members of the Base 5 Secondes Gang (a.k.a. Village de Dieu Gang) looted and vandalized the ARAKA Library, located on the Enterrement Street. The library had been closed several years before.",0,1734465866,41681.0,41867.0,41867.0,,1,2024
1576,2024-03-07,2024,Strategic developments,Looting/property destruction,Unidentified Gang (Haiti),Civilians (Haiti),Political militia-Civilians,332,Caribbean,Haiti,Ouest,Port-au-Prince,Port-au-Prince,Port-au-Prince - La Saline,18.5599,-72.3461,BINUH: United Nations Integrated Office in Haiti; Juno 7; Sakapfet.com; SG Alert (Whatsapp),"Looting: On 7 March 2024, in Port-au-Prince - La Saline, Ouest, a group of around 250 individuals among gangsters and members of the population looted the Caribbean Port Services' containers and the National Port Authority (ANP) facilities (in Wharf de la Saline) after taking over the premises, which prevented ships from arriving to the country. Several generators, motorcycles, and foodstuffs were stolen. The police later regained control over the facility.",0,1753945649,51706.0,53268.0,53268.0,,1,2024
